Image Name,Cluster Label
12004001.bmp,0
12004002.bmp,0
12004003.bmp,2
12004004.bmp,1
12004005.bmp,1
12004006.bmp,1
12004007.bmp,1
12004008.bmp,1
12004009.bmp,1
12004010.bmp,1
12004011.bmp,1
12004012.bmp,1
12004013.bmp,1
12004014.bmp,1
12004015.bmp,1
12005000.bmp,1
12005001.bmp,0
12005002.bmp,0
12005003.bmp,0
12005004.bmp,0
12005005.bmp,0
12005006.bmp,0
12005007.bmp,0
12005008.bmp,0
12005009.bmp,0
12005010.bmp,2
12005011.bmp,0
12005012.bmp,1
12005013.bmp,1
12005014.bmp,0
12005015.bmp,0
12006000.bmp,0
12006001.bmp,2
12006002.bmp,0
12006003.bmp,0
12006004.bmp,0
12006005.bmp,0
12006006.bmp,0
12006007.bmp,0
12006008.bmp,0
12006009.bmp,0
12006010.bmp,0
12006011.bmp,2
12006012.bmp,2
12006013.bmp,0
12006014.bmp,2
12006015.bmp,2
12007000.bmp,2
12007001.bmp,2
12007002.bmp,2
12007003.bmp,2
12007004.bmp,0
12007005.bmp,2
12007006.bmp,2
12007007.bmp,2
12007008.bmp,2
12007009.bmp,2
12007010.bmp,0
12007011.bmp,0
12007012.bmp,3
12007013.bmp,3
12007014.bmp,3
12007015.bmp,0
13000000.bmp,1
13000001.bmp,0
13000002.bmp,0
13000003.bmp,0
13000004.bmp,3
13000005.bmp,3
13000006.bmp,3
13000007.bmp,3
13000008.bmp,1
13000009.bmp,0
13000010.bmp,0
13000011.bmp,0
13000012.bmp,1
13000013.bmp,1
13000014.bmp,3
13000015.bmp,0
13001000.bmp,3
13001001.bmp,0
13001002.bmp,3
13001003.bmp,0
13001004.bmp,0
13001005.bmp,3
13001006.bmp,0
13001007.bmp,0
13001008.bmp,3
13001009.bmp,0
13001010.bmp,0
13001011.bmp,0
13001012.bmp,3
13001013.bmp,3
13001014.bmp,0
13001015.bmp,0
13002000.bmp,0
13002001.bmp,0
13002002.bmp,0
13002003.bmp,3
13002004.bmp,0
13002005.bmp,0
13002006.bmp,0
13002007.bmp,0
13002008.bmp,3
13002009.bmp,3
13002010.bmp,0
13002011.bmp,3
13002012.bmp,3
13002013.bmp,0
13002014.bmp,3
13002015.bmp,3
13003000.bmp,0
13003001.bmp,0
13003002.bmp,1
13003003.bmp,0
13003004.bmp,2
13003005.bmp,1
13003006.bmp,0
13003007.bmp,0
13003008.bmp,0
13003009.bmp,0
13003010.bmp,3
13003011.bmp,3
13003012.bmp,0
13003013.bmp,0
13003014.bmp,0
13003015.bmp,0
14000000.bmp,0
14000001.bmp,2
14000002.bmp,0
14000003.bmp,2
14000004.bmp,0
14000005.bmp,0
14000006.bmp,3
14000007.bmp,0
14000008.bmp,0
14000009.bmp,0
14000010.bmp,0
14000011.bmp,0
14000012.bmp,0
14000013.bmp,3
14000014.bmp,0
14000015.bmp,0
14001000.bmp,1
14001001.bmp,0
14001002.bmp,3
14001003.bmp,0
14001004.bmp,3
14001005.bmp,0
14001006.bmp,3
14001007.bmp,2
14001008.bmp,0
14001009.bmp,0
14001010.bmp,3
14001011.bmp,0
14001012.bmp,3
14001013.bmp,3
14001014.bmp,3
14001015.bmp,3
14002000.bmp,3
14002001.bmp,3
14002002.bmp,3
14002003.bmp,3
14002004.bmp,3
14002005.bmp,3
14002006.bmp,0
14002007.bmp,0
14002008.bmp,0
14002009.bmp,3
14002010.bmp,0
14002011.bmp,3
14002012.bmp,0
14002013.bmp,3
14002014.bmp,3
14002015.bmp,3
14003000.bmp,3
14003001.bmp,3
14003002.bmp,3
14003003.bmp,3
14003004.bmp,3
14003005.bmp,0
14003006.bmp,0
14003007.bmp,0
14003008.bmp,3
14003009.bmp,3
14003010.bmp,3
14003011.bmp,3
14003012.bmp,3
14003013.bmp,3
14003014.bmp,3
14003015.bmp,3
14004000.bmp,3
14004001.bmp,1
14004002.bmp,3
14004003.bmp,3
14004004.bmp,3
14004005.bmp,3
14004006.bmp,3
14004007.bmp,3
14004008.bmp,3
14004009.bmp,3
14004010.bmp,3
14004011.bmp,3
14004012.bmp,3
14004013.bmp,3
14004014.bmp,3
14004015.bmp,3
14005000.bmp,3
14005001.bmp,2
14005002.bmp,1
14005003.bmp,1
14005004.bmp,3
14005005.bmp,3
14005006.bmp,3
14005007.bmp,3
14005008.bmp,3
14005009.bmp,3
14005010.bmp,3
14005011.bmp,3
14005012.bmp,3
14005013.bmp,3
14005014.bmp,3
14005015.bmp,3
14006000.bmp,2
14006001.bmp,3
14006002.bmp,3
14006003.bmp,3
14006004.bmp,3
14006005.bmp,0
14006006.bmp,0
14006007.bmp,3
14006008.bmp,3
14006009.bmp,3
14006010.bmp,2
14006011.bmp,3
14006012.bmp,3
14006013.bmp,0
14006014.bmp,2
14006015.bmp,2
14007000.bmp,3
14007001.bmp,3
14007002.bmp,3
14007003.bmp,3
14007004.bmp,3
14007005.bmp,2
14007006.bmp,1
14007007.bmp,1
14007008.bmp,1
14007009.bmp,3
14007010.bmp,1
14007011.bmp,1
14007012.bmp,3
14007013.bmp,3
14007014.bmp,0
14007015.bmp,3
15000000.bmp,3
15000001.bmp,3
15000002.bmp,3
15000003.bmp,3
15000004.bmp,3
15000005.bmp,3
15000006.bmp,1
15000007.bmp,1
15000008.bmp,1
15000009.bmp,1
15000010.bmp,1
15000011.bmp,0
15000012.bmp,1
15000013.bmp,2
15000014.bmp,2
15000015.bmp,0
15001000.bmp,1
15001001.bmp,1
15001002.bmp,3
15001003.bmp,1
15001004.bmp,3
15001005.bmp,2
15001006.bmp,2
15001007.bmp,2
15001008.bmp,2
15001009.bmp,3
15001010.bmp,1
15001011.bmp,1
15001012.bmp,2
15001013.bmp,2
15001014.bmp,2
15001015.bmp,3
15002000.bmp,2
15002001.bmp,0
15002002.bmp,0
15002003.bmp,3
15002004.bmp,3
15002005.bmp,3
15002006.bmp,3
15002007.bmp,0
15002008.bmp,3
15002009.bmp,3
15002010.bmp,0
15002011.bmp,0
15002012.bmp,0
15002013.bmp,2
15002014.bmp,0
15002015.bmp,0
15003000.bmp,2
15003001.bmp,2
15003002.bmp,0
15003003.bmp,0
15003004.bmp,3
15003005.bmp,3
15003006.bmp,3
15003007.bmp,0
15003008.bmp,3
15003009.bmp,1
15003010.bmp,1
15003011.bmp,3
15003012.bmp,3
15003013.bmp,1
15003014.bmp,1
15003015.bmp,1
15004000.bmp,3
15004001.bmp,3
15004002.bmp,3
15004003.bmp,0
15004004.bmp,3
15004005.bmp,3
15004006.bmp,3
15004007.bmp,3
15004008.bmp,3
15004009.bmp,0
15004010.bmp,3
15004011.bmp,3
15004012.bmp,3
15004013.bmp,3
15004014.bmp,3
15004015.bmp,3
15005000.bmp,3
15005001.bmp,3
15005002.bmp,1
15005003.bmp,3
15005004.bmp,3
15005005.bmp,3
15005006.bmp,3
15005007.bmp,3
15005008.bmp,3
15005009.bmp,3
15005010.bmp,3
15005011.bmp,3
15005012.bmp,3
15005013.bmp,3
15005014.bmp,3
15005015.bmp,3
15006000.bmp,3
15006001.bmp,3
15006002.bmp,3
15006003.bmp,3
15006004.bmp,3
15006005.bmp,3
15006006.bmp,3
15006007.bmp,3
15006008.bmp,0
15006009.bmp,0
15006010.bmp,3
15006011.bmp,3
15006012.bmp,3
15006013.bmp,3
15006014.bmp,3
15006015.bmp,3
15007000.bmp,0
15007001.bmp,0
15007002.bmp,3
15007003.bmp,3
15007004.bmp,1
15007005.bmp,1
15007006.bmp,1
15007007.bmp,3
15007008.bmp,3
15007009.bmp,0
15007010.bmp,3
15007011.bmp,2
15007012.bmp,3
15007013.bmp,3
15007014.bmp,2
15007015.bmp,2
16000000.bmp,0
16000001.bmp,2
16000002.bmp,2
16000003.bmp,2
16000004.bmp,3
16000005.bmp,3
16000006.bmp,3
16000007.bmp,3
16000008.bmp,3
16000009.bmp,3
16000010.bmp,0
16000011.bmp,0
16000012.bmp,3
16000013.bmp,3
16000014.bmp,3
16000015.bmp,3
16001000.bmp,3
16001001.bmp,3
16001002.bmp,3
16001003.bmp,3
16001004.bmp,3
16001005.bmp,0
16001006.bmp,3
16001007.bmp,0
16001008.bmp,3
16001009.bmp,3
16001010.bmp,2
16001011.bmp,2
16001012.bmp,0
16001013.bmp,3
16001014.bmp,3
16001015.bmp,3
16002000.bmp,3
16002001.bmp,3
16002002.bmp,3
16002003.bmp,3
16002004.bmp,3
16002005.bmp,3
16002006.bmp,3
16002007.bmp,3
16002008.bmp,3
16002009.bmp,3
16002010.bmp,3
16002011.bmp,3
16002012.bmp,3
16002013.bmp,3
16002014.bmp,3
16002015.bmp,3
16003000.bmp,3
16003001.bmp,3
16003002.bmp,2
16003003.bmp,2
16003004.bmp,0
16003005.bmp,2
16003006.bmp,2
16003007.bmp,1
16003008.bmp,1
16003009.bmp,2
16003010.bmp,1
16003011.bmp,1
16003012.bmp,0
16003013.bmp,1
16003014.bmp,1
16003015.bmp,0
